Region,Country,State,City,Month,Day,Year,AvgTemperature
Africa,Ivory Coast,,Abidjan,10,12,2013,79.5
Africa,Ivory Coast,,Abidjan,10,13,2013,79.4
Africa,Ivory Coast,,Abidjan,10,14,2013,77.5
Africa,Ivory Coast,,Abidjan,10,15,2013,77.7
Africa,Ivory Coast,,Abidjan,10,16,2013,78.1
Africa,Ivory Coast,,Abidjan,10,17,2013,78.8
Africa,Ivory Coast,,Abidjan,10,18,2013,79.6
Africa,Ivory Coast,,Abidjan,10,19,2013,80.1
Africa,Ivory Coast,,Abidjan,10,20,2013,80
Africa,Ivory Coast,,Abidjan,10,21,2013,79.8
Africa,Ivory Coast,,Abidjan,10,22,2013,80
Africa,Ivory Coast,,Abidjan,10,23,2013,80.1
Africa,Ivory Coast,,Abidjan,10,24,2013,81.1
Africa,Ivory Coast,,Abidjan,10,25,2013,81.6
Africa,Ivory Coast,,Abidjan,10,26,2013,81
Africa,Ivory Coast,,Abidjan,10,27,2013,81.5
Africa,Ivory Coast,,Abidjan,10,28,2013,81.6
Africa,Ivory Coast,,Abidjan,10,29,2013,79.3
Africa,Ivory Coast,,Abidjan,10,30,2013,79.5
Africa,Ivory Coast,,Abidjan,10,31,2013,80.7
Africa,Ivory Coast,,Abidjan,11,1,2013,80.2
Africa,Ivory Coast,,Abidjan,11,2,2013,80.1
Africa,Ivory Coast,,Abidjan,11,3,2013,80
Africa,Ivory Coast,,Abidjan,11,4,2013,81.5
Africa,Ivory Coast,,Abidjan,11,5,2013,79.2
Africa,Ivory Coast,,Abidjan,11,6,2013,80.7
Africa,Ivory Coast,,Abidjan,11,7,2013,82
Africa,Ivory Coast,,Abidjan,11,8,2013,81.2
Africa,Ivory Coast,,Abidjan,11,9,2013,82.1
Africa,Ivory Coast,,Abidjan,11,10,2013,82
Africa,Ivory Coast,,Abidjan,11,11,2013,79.9
Africa,Ivory Coast,,Abidjan,11,12,2013,81.6
Africa,Ivory Coast,,Abidjan,11,13,2013,82.8
Africa,Ivory Coast,,Abidjan,11,14,2013,82.5
Africa,Ivory Coast,,Abidjan,11,15,2013,81.1
Africa,Ivory Coast,,Abidjan,11,16,2013,81.1
Africa,Ivory Coast,,Abidjan,11,17,2013,82.2
Africa,Ivory Coast,,Abidjan,11,18,2013,82
Africa,Ivory Coast,,Abidjan,11,19,2013,81.3
Africa,Ivory Coast,,Abidjan,11,20,2013,80.6
Africa,Ivory Coast,,Abidjan,11,21,2013,80.1
Africa,Ivory Coast,,Abidjan,11,22,2013,81.9
Africa,Ivory Coast,,Abidjan,11,23,2013,80.6
Africa,Ivory Coast,,Abidjan,11,24,2013,80
Africa,Ivory Coast,,Abidjan,11,25,2013,77.8
Africa,Ivory Coast,,Abidjan,11,26,2013,79.2
Africa,Ivory Coast,,Abidjan,11,27,2013,80.9
Africa,Ivory Coast,,Abidjan,11,28,2013,81.4
Africa,Ivory Coast,,Abidjan,11,29,2013,82.9
Africa,Ivory Coast,,Abidjan,11,30,2013,83.1
Africa,Ivory Coast,,Abidjan,12,1,2013,82.8
Africa,Ivory Coast,,Abidjan,12,2,2013,81.8
Africa,Ivory Coast,,Abidjan,12,3,2013,80.7
Africa,Ivory Coast,,Abidjan,12,4,2013,80.2
Africa,Ivory Coast,,Abidjan,12,5,2013,82.7
Africa,Ivory Coast,,Abidjan,12,6,2013,82.4
Africa,Ivory Coast,,Abidjan,12,7,2013,81.1
Africa,Ivory Coast,,Abidjan,12,8,2013,80.3
Africa,Ivory Coast,,Abidjan,12,9,2013,80.3
Africa,Ivory Coast,,Abidjan,12,10,2013,82.4
Africa,Ivory Coast,,Abidjan,12,11,2013,81.7
Africa,Ivory Coast,,Abidjan,12,12,2013,81.3
Africa,Ivory Coast,,Abidjan,12,13,2013,80.8
Africa,Ivory Coast,,Abidjan,12,14,2013,77.6
Africa,Ivory Coast,,Abidjan,12,15,2013,78.6
Africa,Ivory Coast,,Abidjan,12,16,2013,79.5
Africa,Ivory Coast,,Abidjan,12,17,2013,81
Africa,Ivory Coast,,Abidjan,12,18,2013,80.3
Africa,Ivory Coast,,Abidjan,12,19,2013,79.5
Africa,Ivory Coast,,Abidjan,12,20,2013,79.6
Africa,Ivory Coast,,Abidjan,12,21,2013,79.8
Africa,Ivory Coast,,Abidjan,12,22,2013,81.2
Africa,Ivory Coast,,Abidjan,12,23,2013,80.4
Africa,Ivory Coast,,Abidjan,12,24,2013,80.1
Africa,Ivory Coast,,Abidjan,12,25,2013,80.1
Africa,Ivory Coast,,Abidjan,12,26,2013,80.4
Africa,Ivory Coast,,Abidjan,12,27,2013,82
Africa,Ivory Coast,,Abidjan,12,28,2013,82.1
Africa,Ivory Coast,,Abidjan,12,29,2013,83.3
Africa,Ivory Coast,,Abidjan,12,30,2013,83.5
Africa,Ivory Coast,,Abidjan,12,31,2013,79.1
Africa,Ivory Coast,,Abidjan,1,1,2014,81.9
Africa,Ivory Coast,,Abidjan,1,2,2014,80.7
Africa,Ivory Coast,,Abidjan,1,3,2014,80.8
Africa,Ivory Coast,,Abidjan,1,4,2014,82
Africa,Ivory Coast,,Abidjan,1,5,2014,81.9
Africa,Ivory Coast,,Abidjan,1,6,2014,82.3
Africa,Ivory Coast,,Abidjan,1,7,2014,81.1
Africa,Ivory Coast,,Abidjan,1,8,2014,81.6
Africa,Ivory Coast,,Abidjan,1,9,2014,81.6
Africa,Ivory Coast,,Abidjan,1,10,2014,82.6
Africa,Ivory Coast,,Abidjan,1,11,2014,81.8
Africa,Ivory Coast,,Abidjan,1,12,2014,81.7
Africa,Ivory Coast,,Abidjan,1,13,2014,82
Africa,Ivory Coast,,Abidjan,1,14,2014,82.3
Africa,Ivory Coast,,Abidjan,1,15,2014,82.7
Africa,Ivory Coast,,Abidjan,1,16,2014,82.2
Africa,Ivory Coast,,Abidjan,1,17,2014,82.7
Africa,Ivory Coast,,Abidjan,1,18,2014,81.1
Africa,Ivory Coast,,Abidjan,1,19,2014,81.6
Africa,Ivory Coast,,Abidjan,1,20,2014,82.1
Africa,Ivory Coast,,Abidjan,1,21,2014,82.5
Africa,Ivory Coast,,Abidjan,1,22,2014,82.8
Africa,Ivory Coast,,Abidjan,1,23,2014,82.6
Africa,Ivory Coast,,Abidjan,1,24,2014,82.7
Africa,Ivory Coast,,Abidjan,1,25,2014,82.7
Africa,Ivory Coast,,Abidjan,1,26,2014,81.2
Africa,Ivory Coast,,Abidjan,1,27,2014,81
Africa,Ivory Coast,,Abidjan,1,28,2014,80.8
Africa,Ivory Coast,,Abidjan,1,29,2014,81.6
Africa,Ivory Coast,,Abidjan,1,30,2014,82
Africa,Ivory Coast,,Abidjan,1,31,2014,81.3
Africa,Ivory Coast,,Abidjan,2,1,2014,80.4
Africa,Ivory Coast,,Abidjan,2,2,2014,80.2
Africa,Ivory Coast,,Abidjan,2,3,2014,78.7
Africa,Ivory Coast,,Abidjan,2,4,2014,79.7
Africa,Ivory Coast,,Abidjan,2,5,2014,79.6
Africa,Ivory Coast,,Abidjan,2,6,2014,-99
Africa,Ivory Coast,,Abidjan,2,7,2014,81.5
Africa,Ivory Coast,,Abidjan,2,8,2014,81.5
Africa,Ivory Coast,,Abidjan,2,9,2014,82.4
Africa,Ivory Coast,,Abidjan,2,10,2014,82.1
Africa,Ivory Coast,,Abidjan,2,11,2014,81.1
Africa,Ivory Coast,,Abidjan,2,12,2014,82.1
Africa,Ivory Coast,,Abidjan,2,13,2014,81.4
Africa,Ivory Coast,,Abidjan,2,14,2014,80.3
Africa,Ivory Coast,,Abidjan,2,15,2014,81.5
Africa,Ivory Coast,,Abidjan,2,16,2014,83.1
Africa,Ivory Coast,,Abidjan,2,17,2014,81.6
Africa,Ivory Coast,,Abidjan,2,18,2014,82.4
Africa,Ivory Coast,,Abidjan,2,19,2014,82.6
Africa,Ivory Coast,,Abidjan,2,20,2014,83.1
Africa,Ivory Coast,,Abidjan,2,21,2014,83.9
Africa,Ivory Coast,,Abidjan,2,22,2014,83.4
Africa,Ivory Coast,,Abidjan,2,23,2014,83.4
Africa,Ivory Coast,,Abidjan,2,24,2014,83.3
Africa,Ivory Coast,,Abidjan,2,25,2014,81.9
Africa,Ivory Coast,,Abidjan,2,26,2014,81.9
Africa,Ivory Coast,,Abidjan,2,27,2014,82.5
Africa,Ivory Coast,,Abidjan,2,28,2014,79.6
Africa,Ivory Coast,,Abidjan,3,1,2014,78.8
Africa,Ivory Coast,,Abidjan,3,2,2014,81.3
Africa,Ivory Coast,,Abidjan,3,3,2014,82.8
Africa,Ivory Coast,,Abidjan,3,4,2014,82.7
Africa,Ivory Coast,,Abidjan,3,5,2014,83
Africa,Ivory Coast,,Abidjan,3,6,2014,82.3
Africa,Ivory Coast,,Abidjan,3,7,2014,80.2
Africa,Ivory Coast,,Abidjan,3,8,2014,82.3
Africa,Ivory Coast,,Abidjan,3,9,2014,83
Africa,Ivory Coast,,Abidjan,3,10,2014,81.9
Africa,Ivory Coast,,Abidjan,3,11,2014,82
Africa,Ivory Coast,,Abidjan,3,12,2014,81.7
Africa,Ivory Coast,,Abidjan,3,13,2014,82.7
Africa,Ivory Coast,,Abidjan,3,14,2014,82.3
Africa,Ivory Coast,,Abidjan,3,15,2014,83.2
Africa,Ivory Coast,,Abidjan,3,16,2014,80.9
Africa,Ivory Coast,,Abidjan,3,17,2014,80.8
Africa,Ivory Coast,,Abidjan,3,18,2014,83.1
Africa,Ivory Coast,,Abidjan,3,19,2014,83.4
Africa,Ivory Coast,,Abidjan,3,20,2014,84.1
Africa,Ivory Coast,,Abidjan,3,21,2014,83.4
Africa,Ivory Coast,,Abidjan,3,22,2014,83.9
Africa,Ivory Coast,,Abidjan,3,23,2014,80.6
Africa,Ivory Coast,,Abidjan,3,24,2014,82.3
Africa,Ivory Coast,,Abidjan,3,25,2014,82.6
Africa,Ivory Coast,,Abidjan,3,26,2014,83.4
Africa,Ivory Coast,,Abidjan,3,27,2014,83.5
Africa,Ivory Coast,,Abidjan,3,28,2014,82.1
Africa,Ivory Coast,,Abidjan,3,29,2014,83
Africa,Ivory Coast,,Abidjan,3,30,2014,83.3
Africa,Ivory Coast,,Abidjan,3,31,2014,81.9
Africa,Ivory Coast,,Abidjan,4,1,2014,80.7
Africa,Ivory Coast,,Abidjan,4,2,2014,84
Africa,Ivory Coast,,Abidjan,4,3,2014,84
Africa,Ivory Coast,,Abidjan,4,4,2014,82.7
Africa,Ivory Coast,,Abidjan,4,5,2014,85.1
Africa,Ivory Coast,,Abidjan,4,6,2014,84.1
Africa,Ivory Coast,,Abidjan,4,7,2014,84.6
Africa,Ivory Coast,,Abidjan,4,8,2014,85
Africa,Ivory Coast,,Abidjan,4,9,2014,81.5
Africa,Ivory Coast,,Abidjan,4,10,2014,83.9
Africa,Ivory Coast,,Abidjan,4,11,2014,84.1
Africa,Ivory Coast,,Abidjan,4,12,2014,80.3
Africa,Ivory Coast,,Abidjan,4,13,2014,82
Africa,Ivory Coast,,Abidjan,4,14,2014,79.5
Africa,Ivory Coast,,Abidjan,4,15,2014,82.1
Africa,Ivory Coast,,Abidjan,4,16,2014,84.5
Africa,Ivory Coast,,Abidjan,4,17,2014,84.9
Africa,Ivory Coast,,Abidjan,4,18,2014,85.1
Africa,Ivory Coast,,Abidjan,4,19,2014,82.6
Africa,Ivory Coast,,Abidjan,4,20,2014,84.7
Africa,Ivory Coast,,Abidjan,4,21,2014,80.7
Africa,Ivory Coast,,Abidjan,4,22,2014,83.3
Africa,Ivory Coast,,Abidjan,4,23,2014,80.6
Africa,Ivory Coast,,Abidjan,4,24,2014,82.7
Africa,Ivory Coast,,Abidjan,4,25,2014,84.8
Africa,Ivory Coast,,Abidjan,4,26,2014,84.6
Africa,Ivory Coast,,Abidjan,4,27,2014,79.8
Africa,Ivory Coast,,Abidjan,4,28,2014,82.2
Africa,Ivory Coast,,Abidjan,4,29,2014,84.2
Africa,Ivory Coast,,Abidjan,4,30,2014,78.2
Africa,Ivory Coast,,Abidjan,5,1,2014,82.4
Africa,Ivory Coast,,Abidjan,5,2,2014,83.9
Africa,Ivory Coast,,Abidjan,5,3,2014,83.8
Africa,Ivory Coast,,Abidjan,5,4,2014,84.3
Africa,Ivory Coast,,Abidjan,5,5,2014,83.3
Africa,Ivory Coast,,Abidjan,5,6,2014,82.5
Africa,Ivory Coast,,Abidjan,5,7,2014,81.7
Africa,Ivory Coast,,Abidjan,5,8,2014,81
Africa,Ivory Coast,,Abidjan,5,9,2014,76.8
Africa,Ivory Coast,,Abidjan,5,10,2014,80.6
Africa,Ivory Coast,,Abidjan,5,11,2014,82
Africa,Ivory Coast,,Abidjan,5,12,2014,81.9
Africa,Ivory Coast,,Abidjan,5,13,2014,82.3
Africa,Ivory Coast,,Abidjan,5,14,2014,81.8
Africa,Ivory Coast,,Abidjan,5,15,2014,81.6
Africa,Ivory Coast,,Abidjan,5,16,2014,78.5
Africa,Ivory Coast,,Abidjan,5,17,2014,81.3
Africa,Ivory Coast,,Abidjan,5,18,2014,82.6
Africa,Ivory Coast,,Abidjan,5,19,2014,83.6
Africa,Ivory Coast,,Abidjan,5,20,2014,80.8
Africa,Ivory Coast,,Abidjan,5,21,2014,82.3
Africa,Ivory Coast,,Abidjan,5,22,2014,82.2
Africa,Ivory Coast,,Abidjan,5,23,2014,83.4
Africa,Ivory Coast,,Abidjan,5,24,2014,84
Africa,Ivory Coast,,Abidjan,5,25,2014,83.4
Africa,Ivory Coast,,Abidjan,5,26,2014,84.1
Africa,Ivory Coast,,Abidjan,5,27,2014,82.9
Africa,Ivory Coast,,Abidjan,5,28,2014,78.3
Africa,Ivory Coast,,Abidjan,5,29,2014,81.1
Africa,Ivory Coast,,Abidjan,5,30,2014,78.8
Africa,Ivory Coast,,Abidjan,5,31,2014,80.3
Africa,Ivory Coast,,Abidjan,6,1,2014,81.2
Africa,Ivory Coast,,Abidjan,6,2,2014,79.8
Africa,Ivory Coast,,Abidjan,6,3,2014,82.7
Africa,Ivory Coast,,Abidjan,6,4,2014,83.1
Africa,Ivory Coast,,Abidjan,6,5,2014,76.5
Africa,Ivory Coast,,Abidjan,6,6,2014,79.9
Africa,Ivory Coast,,Abidjan,6,7,2014,78.8
Africa,Ivory Coast,,Abidjan,6,8,2014,81.7
Africa,Ivory Coast,,Abidjan,6,9,2014,81.7
Africa,Ivory Coast,,Abidjan,6,10,2014,77.8
Africa,Ivory Coast,,Abidjan,6,11,2014,78.7
Africa,Ivory Coast,,Abidjan,6,12,2014,78.1
Africa,Ivory Coast,,Abidjan,6,13,2014,80.4
Africa,Ivory Coast,,Abidjan,6,14,2014,79.4
Africa,Ivory Coast,,Abidjan,6,15,2014,79.5
Africa,Ivory Coast,,Abidjan,6,16,2014,79.5
Africa,Ivory Coast,,Abidjan,6,17,2014,80.4
Africa,Ivory Coast,,Abidjan,6,18,2014,79.7
Africa,Ivory Coast,,Abidjan,6,19,2014,79
Africa,Ivory Coast,,Abidjan,6,20,2014,79.8
Africa,Ivory Coast,,Abidjan,6,21,2014,80.5
Africa,Ivory Coast,,Abidjan,6,22,2014,80.2
Africa,Ivory Coast,,Abidjan,6,23,2014,80
Africa,Ivory Coast,,Abidjan,6,24,2014,77.7
Africa,Ivory Coast,,Abidjan,6,25,2014,79.9
Africa,Ivory Coast,,Abidjan,6,26,2014,78.8
Africa,Ivory Coast,,Abidjan,6,27,2014,80.1
Africa,Ivory Coast,,Abidjan,6,28,2014,80.5
Africa,Ivory Coast,,Abidjan,6,29,2014,78.1
Africa,Ivory Coast,,Abidjan,6,30,2014,77.1
Africa,Ivory Coast,,Abidjan,7,1,2014,77.2
Africa,Ivory Coast,,Abidjan,7,2,2014,76.2
Africa,Ivory Coast,,Abidjan,7,3,2014,76.9
Africa,Ivory Coast,,Abidjan,7,4,2014,75.7
Africa,Ivory Coast,,Abidjan,7,5,2014,75.3
Africa,Ivory Coast,,Abidjan,7,6,2014,76.9
Africa,Ivory Coast,,Abidjan,7,7,2014,78.3
Africa,Ivory Coast,,Abidjan,7,8,2014,79
Africa,Ivory Coast,,Abidjan,7,9,2014,78.8
Africa,Ivory Coast,,Abidjan,7,10,2014,79.3
Africa,Ivory Coast,,Abidjan,7,11,2014,79.5
Africa,Ivory Coast,,Abidjan,7,12,2014,79.5
Africa,Ivory Coast,,Abidjan,7,13,2014,79
Africa,Ivory Coast,,Abidjan,7,14,2014,80.4
Africa,Ivory Coast,,Abidjan,7,15,2014,79.4
Africa,Ivory Coast,,Abidjan,7,16,2014,75.5
Africa,Ivory Coast,,Abidjan,7,17,2014,77.3
Africa,Ivory Coast,,Abidjan,7,18,2014,78.4
Africa,Ivory Coast,,Abidjan,7,19,2014,78.2
Africa,Ivory Coast,,Abidjan,7,20,2014,78
Africa,Ivory Coast,,Abidjan,7,21,2014,78.6
Africa,Ivory Coast,,Abidjan,7,22,2014,78.6
Africa,Ivory Coast,,Abidjan,7,23,2014,78.6
Africa,Ivory Coast,,Abidjan,7,24,2014,78
Africa,Ivory Coast,,Abidjan,7,25,2014,76.2
Africa,Ivory Coast,,Abidjan,7,26,2014,77.6
Africa,Ivory Coast,,Abidjan,7,27,2014,78.1
Africa,Ivory Coast,,Abidjan,7,28,2014,78.6
Africa,Ivory Coast,,Abidjan,7,29,2014,78.2
Africa,Ivory Coast,,Abidjan,7,30,2014,78.2
Africa,Ivory Coast,,Abidjan,7,31,2014,78
Africa,Ivory Coast,,Abidjan,8,1,2014,78.3
Africa,Ivory Coast,,Abidjan,8,2,2014,78.3
Africa,Ivory Coast,,Abidjan,8,3,2014,77.3
Africa,Ivory Coast,,Abidjan,8,4,2014,77.1
Africa,Ivory Coast,,Abidjan,8,5,2014,76.4
Africa,Ivory Coast,,Abidjan,8,6,2014,76.6
Africa,Ivory Coast,,Abidjan,8,7,2014,75.9
Africa,Ivory Coast,,Abidjan,8,8,2014,74.1
Africa,Ivory Coast,,Abidjan,8,9,2014,76.3
Africa,Ivory Coast,,Abidjan,8,10,2014,76.5
Africa,Ivory Coast,,Abidjan,8,11,2014,77.1
Africa,Ivory Coast,,Abidjan,8,12,2014,76.2
Africa,Ivory Coast,,Abidjan,8,13,2014,76.4
Africa,Ivory Coast,,Abidjan,8,14,2014,75.8
Africa,Ivory Coast,,Abidjan,8,15,2014,75.7
Africa,Ivory Coast,,Abidjan,8,16,2014,75.4
Africa,Ivory Coast,,Abidjan,8,17,2014,75.6
Africa,Ivory Coast,,Abidjan,8,18,2014,75.7
Africa,Ivory Coast,,Abidjan,8,19,2014,75.8
Africa,Ivory Coast,,Abidjan,8,20,2014,76.2
Africa,Ivory Coast,,Abidjan,8,21,2014,76.4
Africa,Ivory Coast,,Abidjan,8,22,2014,76.6
Africa,Ivory Coast,,Abidjan,8,23,2014,75.5
Africa,Ivory Coast,,Abidjan,8,24,2014,76.5
Africa,Ivory Coast,,Abidjan,8,25,2014,76.9
Africa,Ivory Coast,,Abidjan,8,26,2014,75.9
Africa,Ivory Coast,,Abidjan,8,27,2014,75.4
Africa,Ivory Coast,,Abidjan,8,28,2014,76.6
Africa,Ivory Coast,,Abidjan,8,29,2014,77.3
Africa,Ivory Coast,,Abidjan,8,30,2014,77.4
Africa,Ivory Coast,,Abidjan,8,31,2014,76.8
Africa,Ivory Coast,,Abidjan,9,1,2014,77.1
Africa,Ivory Coast,,Abidjan,9,2,2014,76.1
Africa,Ivory Coast,,Abidjan,9,3,2014,77.2
Africa,Ivory Coast,,Abidjan,9,4,2014,76.5
Africa,Ivory Coast,,Abidjan,9,5,2014,76.6
Africa,Ivory Coast,,Abidjan,9,6,2014,77.1
Africa,Ivory Coast,,Abidjan,9,7,2014,76.2
Africa,Ivory Coast,,Abidjan,9,8,2014,76.6
Africa,Ivory Coast,,Abidjan,9,9,2014,76.5
Africa,Ivory Coast,,Abidjan,9,10,2014,77.1
Africa,Ivory Coast,,Abidjan,9,11,2014,76.9
Africa,Ivory Coast,,Abidjan,9,12,2014,75.4
Africa,Ivory Coast,,Abidjan,9,13,2014,77.5
Africa,Ivory Coast,,Abidjan,9,14,2014,78
Africa,Ivory Coast,,Abidjan,9,15,2014,77.3
Africa,Ivory Coast,,Abidjan,9,16,2014,77.8
Africa,Ivory Coast,,Abidjan,9,17,2014,77.4
Africa,Ivory Coast,,Abidjan,9,18,2014,77.4
Africa,Ivory Coast,,Abidjan,9,19,2014,76.8
Africa,Ivory Coast,,Abidjan,9,20,2014,77.1
Africa,Ivory Coast,,Abidjan,9,21,2014,77.5
Africa,Ivory Coast,,Abidjan,9,22,2014,78.9
Africa,Ivory Coast,,Abidjan,9,23,2014,78.6
Africa,Ivory Coast,,Abidjan,9,24,2014,78.3
Africa,Ivory Coast,,Abidjan,9,25,2014,78.1
Africa,Ivory Coast,,Abidjan,9,26,2014,77.8
Africa,Ivory Coast,,Abidjan,9,27,2014,76.3
Africa,Ivory Coast,,Abidjan,9,28,2014,77.3
Africa,Ivory Coast,,Abidjan,9,29,2014,78.1
Africa,Ivory Coast,,Abidjan,9,30,2014,77.4
Africa,Ivory Coast,,Abidjan,10,1,2014,77.4
Africa,Ivory Coast,,Abidjan,10,2,2014,77.6
Africa,Ivory Coast,,Abidjan,10,3,2014,77.8
Africa,Ivory Coast,,Abidjan,10,4,2014,78.3
Africa,Ivory Coast,,Abidjan,10,5,2014,77.9
Africa,Ivory Coast,,Abidjan,10,6,2014,78.9
Africa,Ivory Coast,,Abidjan,10,7,2014,78.4
Africa,Ivory Coast,,Abidjan,10,8,2014,78.8
Africa,Ivory Coast,,Abidjan,10,9,2014,79.5
Africa,Ivory Coast,,Abidjan,10,10,2014,79.6
Africa,Ivory Coast,,Abidjan,10,11,2014,79.4
Africa,Ivory Coast,,Abidjan,10,12,2014,78.8
Africa,Ivory Coast,,Abidjan,10,13,2014,79.1
Africa,Ivory Coast,,Abidjan,10,14,2014,77.4
Africa,Ivory Coast,,Abidjan,10,15,2014,80.4
Africa,Ivory Coast,,Abidjan,10,16,2014,80.6
Africa,Ivory Coast,,Abidjan,10,17,2014,80.3
Africa,Ivory Coast,,Abidjan,10,18,2014,80.5
Africa,Ivory Coast,,Abidjan,10,19,2014,78.9
Africa,Ivory Coast,,Abidjan,10,20,2014,78.4
Africa,Ivory Coast,,Abidjan,10,21,2014,79.6
Africa,Ivory Coast,,Abidjan,10,22,2014,80.3
Africa,Ivory Coast,,Abidjan,10,23,2014,80.5
Africa,Ivory Coast,,Abidjan,10,24,2014,80.6
Africa,Ivory Coast,,Abidjan,10,25,2014,79.4
Africa,Ivory Coast,,Abidjan,10,26,2014,78.4
Africa,Ivory Coast,,Abidjan,10,27,2014,80.4
Africa,Ivory Coast,,Abidjan,10,28,2014,80.4
Africa,Ivory Coast,,Abidjan,10,29,2014,81.2
Africa,Ivory Coast,,Abidjan,10,30,2014,81.9
Africa,Ivory Coast,,Abidjan,10,31,2014,80.4
Africa,Ivory Coast,,Abidjan,11,1,2014,81.7
Africa,Ivory Coast,,Abidjan,11,2,2014,81.6
Africa,Ivory Coast,,Abidjan,11,3,2014,81.4
Africa,Ivory Coast,,Abidjan,11,4,2014,78.8
Africa,Ivory Coast,,Abidjan,11,5,2014,77.8
Africa,Ivory Coast,,Abidjan,11,6,2014,78.2
Africa,Ivory Coast,,Abidjan,11,7,2014,80.7
Africa,Ivory Coast,,Abidjan,11,8,2014,81.5
Africa,Ivory Coast,,Abidjan,11,9,2014,81.6
Africa,Ivory Coast,,Abidjan,11,10,2014,82.3
Africa,Ivory Coast,,Abidjan,11,11,2014,80.2
Africa,Ivory Coast,,Abidjan,11,12,2014,80.2
Africa,Ivory Coast,,Abidjan,11,13,2014,81.7
Africa,Ivory Coast,,Abidjan,11,14,2014,81.8
Africa,Ivory Coast,,Abidjan,11,15,2014,81.9
Africa,Ivory Coast,,Abidjan,11,16,2014,82.6
Africa,Ivory Coast,,Abidjan,11,17,2014,83
Africa,Ivory Coast,,Abidjan,11,18,2014,80.6
Africa,Ivory Coast,,Abidjan,11,19,2014,81.2
Africa,Ivory Coast,,Abidjan,11,20,2014,81.9
Africa,Ivory Coast,,Abidjan,11,21,2014,81.9
Africa,Ivory Coast,,Abidjan,11,22,2014,81.3
Africa,Ivory Coast,,Abidjan,11,23,2014,82.1
Africa,Ivory Coast,,Abidjan,11,24,2014,81.6
Africa,Ivory Coast,,Abidjan,11,25,2014,80.3
Africa,Ivory Coast,,Abidjan,11,26,2014,82.8
Africa,Ivory Coast,,Abidjan,11,27,2014,81.3
Africa,Ivory Coast,,Abidjan,11,28,2014,79.3
Africa,Ivory Coast,,Abidjan,11,29,2014,81.1
Africa,Ivory Coast,,Abidjan,11,30,2014,82.5
Africa,Ivory Coast,,Abidjan,12,1,2014,82.6
Africa,Ivory Coast,,Abidjan,12,2,2014,82.1
Africa,Ivory Coast,,Abidjan,12,3,2014,83.5
Africa,Ivory Coast,,Abidjan,12,4,2014,83.3
Africa,Ivory Coast,,Abidjan,12,5,2014,80.2
Africa,Ivory Coast,,Abidjan,12,6,2014,80
Africa,Ivory Coast,,Abidjan,12,7,2014,82.8
Africa,Ivory Coast,,Abidjan,12,8,2014,82.7
Africa,Ivory Coast,,Abidjan,12,9,2014,83.1
Africa,Ivory Coast,,Abidjan,12,10,2014,80.7
Africa,Ivory Coast,,Abidjan,12,11,2014,81.7
Africa,Ivory Coast,,Abidjan,12,12,2014,78.9
Africa,Ivory Coast,,Abidjan,12,13,2014,79.6
Africa,Ivory Coast,,Abidjan,12,14,2014,82.1
Africa,Ivory Coast,,Abidjan,12,15,2014,82.4
Africa,Ivory Coast,,Abidjan,12,16,2014,81.7
Africa,Ivory Coast,,Abidjan,12,17,2014,82.5
Africa,Ivory Coast,,Abidjan,12,18,2014,82.3
Africa,Ivory Coast,,Abidjan,12,19,2014,82
Africa,Ivory Coast,,Abidjan,12,20,2014,82.9
Africa,Ivory Coast,,Abidjan,12,21,2014,81.5
Africa,Ivory Coast,,Abidjan,12,22,2014,82
Africa,Ivory Coast,,Abidjan,12,23,2014,81.3
Africa,Ivory Coast,,Abidjan,12,24,2014,81.9
Africa,Ivory Coast,,Abidjan,12,25,2014,81.8
Africa,Ivory Coast,,Abidjan,12,26,2014,81.1
Africa,Ivory Coast,,Abidjan,12,27,2014,78
Africa,Ivory Coast,,Abidjan,12,28,2014,78.6
Africa,Ivory Coast,,Abidjan,12,29,2014,78.3
Africa,Ivory Coast,,Abidjan,12,30,2014,78.9
Africa,Ivory Coast,,Abidjan,12,31,2014,81.7
Africa,Ivory Coast,,Abidjan,1,1,2015,80.9
Africa,Ivory Coast,,Abidjan,1,2,2015,79.6
Africa,Ivory Coast,,Abidjan,1,3,2015,77.6
Africa,Ivory Coast,,Abidjan,1,4,2015,79.9
Africa,Ivory Coast,,Abidjan,1,5,2015,79.7
Africa,Ivory Coast,,Abidjan,1,6,2015,76.2
Africa,Ivory Coast,,Abidjan,1,7,2015,76.3
Africa,Ivory Coast,,Abidjan,1,8,2015,78.7
Africa,Ivory Coast,,Abidjan,1,9,2015,80.1
Africa,Ivory Coast,,Abidjan,1,10,2015,80.5
Africa,Ivory Coast,,Abidjan,1,11,2015,78.5
Africa,Ivory Coast,,Abidjan,1,12,2015,77.2
Africa,Ivory Coast,,Abidjan,1,13,2015,76.9
Africa,Ivory Coast,,Abidjan,1,14,2015,77
Africa,Ivory Coast,,Abidjan,1,15,2015,78.5
Africa,Ivory Coast,,Abidjan,1,16,2015,80.9
Africa,Ivory Coast,,Abidjan,1,17,2015,82.5
Africa,Ivory Coast,,Abidjan,1,18,2015,83.4
Africa,Ivory Coast,,Abidjan,1,19,2015,83.8
Africa,Ivory Coast,,Abidjan,1,20,2015,83.6
Africa,Ivory Coast,,Abidjan,1,21,2015,83.4
Africa,Ivory Coast,,Abidjan,1,22,2015,83.2
